鄉鎮市區碼,診所家數,家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,口腔病理科,口腔顎面外科,齒顎矯正科,牙周病科,兒童牙科,牙髓病科,?復補綴牙科,牙體復形科,家庭牙醫科,特殊需求者口腔醫學科,中醫一般科,中醫內科,中醫外科,中醫眼科,中醫兒科,中醫婦科,中醫傷科,中醫針灸科,中醫痔科
3810,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3811,20,7,2,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
3812,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,129,7,11,4,11,7,3,1,0,1,8,6,3,3,1,0,0,0,0,0,0,0,0,0,11,33,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0
3902,36,8,5,4,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
3903,89,9,9,5,13,4,5,1,0,0,3,4,2,1,1,0,0,0,0,0,0,0,1,0,3,21,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
3904,39,4,7,2,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
3905,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3906,46,5,8,2,4,2,1,2,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,6,10,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
