鄉鎮市區碼,診所家數,家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,口腔病理科,口腔顎面外科,齒顎矯正科,牙周病科,兒童牙科,牙髓病科,?復補綴牙科,牙體復形科,家庭牙醫科,特殊需求者口腔醫學科,中醫一般科,中醫內科,中醫外科,中醫眼科,中醫兒科,中醫婦科,中醫傷科,中醫針灸科,中醫痔科
325,176,10,14,2,13,3,4,0,0,0,8,4,4,2,5,0,0,0,0,0,0,1,1,0,13,54,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,1,0,0
326,296,15,24,13,18,9,8,6,0,3,13,7,9,3,3,0,0,0,0,0,0,0,5,0,24,91,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
327,398,25,20,15,25,15,9,1,1,2,16,11,11,7,6,0,0,0,0,0,0,0,14,1,58,105,0,0,0,1,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
328,368,26,21,18,28,12,9,0,0,4,16,11,6,5,6,0,1,0,0,0,0,0,8,0,49,96,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0
329,384,26,20,9,23,11,7,2,0,1,18,10,7,7,10,0,0,0,0,0,0,0,2,0,27,113,0,0,1,1,0,0,0,0,0,0,103,1,0,0,0,0,0,0,0
501,110,10,15,4,13,7,2,1,0,2,4,5,3,1,2,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
502,17,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
503,23,2,4,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
504,44,2,4,2,4,3,2,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
505,64,1,8,3,7,5,2,0,0,0,3,4,2,2,2,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
506,35,5,2,1,3,1,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
507,46,9,5,1,2,2,2,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
508,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
509,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
513,14,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
515,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
517,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
518,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,34,4,1,1,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
521,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
523,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
524,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
525,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
526,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,49,8,3,4,2,1,3,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
528,61,7,4,3,2,2,4,0,0,1,5,3,3,1,1,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
529,18,3,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,244,17,21,10,13,9,7,1,1,1,13,8,5,6,4,0,0,0,0,0,0,0,0,0,21,74,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
532,320,12,24,5,19,9,7,4,0,4,14,12,10,7,11,2,1,0,0,0,0,0,6,0,18,112,0,1,7,3,3,3,0,3,3,0,63,11,4,4,5,7,6,5,4
533,145,16,17,7,9,1,3,5,1,1,11,3,3,3,3,0,0,0,0,0,0,0,2,0,14,38,0,0,0,0,0,0,0,0,0,0,29,2,1,2,1,1,1,1,1
534,197,8,19,9,16,11,5,0,0,1,7,8,3,3,4,0,0,0,0,0,0,0,7,0,20,64,0,0,2,3,2,2,0,2,2,1,30,4,3,3,3,3,6,3,3
535,219,10,20,15,17,7,4,2,1,2,13,7,6,6,5,1,0,0,0,0,0,0,0,0,18,62,0,2,3,2,2,2,0,2,2,0,44,4,4,4,4,4,4,4,4
537,123,15,14,3,9,5,4,1,0,0,9,6,2,2,3,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,1,0,0,0
538,83,4,5,1,10,2,1,1,0,1,3,2,1,1,1,1,1,0,0,0,0,0,2,0,13,22,0,0,0,0,0,0,0,0,3,0,19,1,1,1,1,1,1,1,1
701,379,22,44,13,29,11,15,3,0,3,25,11,9,7,7,0,0,0,0,0,0,0,0,0,32,119,0,2,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,0
702,109,5,13,4,7,5,3,0,0,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
703,48,4,3,0,3,1,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
704,15,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
705,37,1,1,2,1,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
706,61,6,7,2,2,0,1,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
707,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
708,72,3,7,3,5,1,3,0,0,1,2,3,0,2,1,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
709,29,4,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
710,17,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
711,27,4,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
712,15,3,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
713,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,18,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
715,41,3,3,0,4,1,1,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
716,14,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
717,20,4,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0
718,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
719,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
720,24,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
721,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
722,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
723,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
724,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,31,5,3,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
729,173,13,12,6,8,8,4,1,0,1,11,0,6,2,6,0,1,0,0,0,0,0,8,0,21,47,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0
730,345,24,25,12,21,8,7,3,0,1,14,14,14,12,10,1,0,0,0,0,0,0,5,0,48,94,0,0,0,0,0,0,0,0,2,0,51,0,0,0,0,0,0,0,0
731,165,9,16,4,12,7,6,3,0,1,12,5,3,5,3,0,0,0,0,0,0,0,0,1,20,41,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0
732,501,27,40,15,29,19,14,5,1,4,32,20,10,14,9,0,0,0,1,0,0,0,6,0,41,154,0,0,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0
733,170,12,18,6,6,3,5,2,0,1,6,10,4,5,3,0,0,0,0,0,0,0,5,0,21,51,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
734,70,6,5,1,3,2,1,0,0,0,3,4,3,1,1,0,0,1,0,0,0,0,6,0,11,22,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0
735,285,5,25,10,17,7,4,1,1,2,12,12,5,14,5,2,0,0,0,0,0,0,6,0,39,89,0,0,0,0,1,0,0,0,0,0,53,2,0,0,0,0,0,0,0
736,194,17,16,4,11,3,5,3,0,0,9,8,5,3,7,0,0,0,0,0,0,0,1,0,26,53,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0
737,10,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
738,92,13,6,3,7,2,2,1,0,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
1101,62,4,4,5,4,8,2,0,0,1,3,5,2,1,2,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1102,37,2,6,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1103,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1104,87,4,15,0,7,2,1,1,0,0,7,1,2,1,3,0,0,0,0,0,0,0,1,0,12,28,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0
1105,36,4,5,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1106,25,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1107,31,3,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1201,305,14,24,6,26,11,4,2,0,3,23,12,7,6,7,1,0,0,0,0,0,0,3,0,28,102,0,4,2,1,2,1,0,1,2,0,46,2,0,1,0,0,1,0,0
1204,119,4,10,1,7,4,3,0,0,0,6,2,2,0,4,0,0,0,0,0,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,1
1205,18,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2201,193,23,25,5,24,5,2,5,0,0,12,4,4,3,1,0,0,0,0,0,0,1,1,0,7,62,0,1,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0
2202,202,23,22,12,14,9,6,4,0,2,11,17,7,3,3,0,0,0,0,0,0,0,2,0,18,53,0,1,0,0,0,2,0,0,0,0,32,1,0,0,0,0,1,0,0
3101,613,40,40,12,42,21,12,3,0,2,35,21,20,11,12,0,0,0,0,0,0,0,6,0,72,196,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
3102,360,21,30,8,21,14,7,5,0,0,25,11,12,4,10,0,0,0,0,0,0,0,1,0,42,113,0,0,0,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0
3103,295,15,19,3,22,13,5,2,0,0,17,12,11,5,11,0,0,0,0,0,0,0,1,0,21,109,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,1,0
3104,364,22,19,7,17,6,6,3,0,1,20,15,9,4,9,0,0,0,0,0,0,0,0,0,46,121,0,0,0,0,0,1,0,0,0,0,72,0,0,0,0,0,0,0,0
3105,234,13,17,2,14,5,4,2,0,0,14,11,9,4,6,0,0,0,0,0,0,0,0,0,22,96,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0
3106,389,21,21,9,23,16,14,1,0,1,30,12,11,7,11,0,0,0,0,0,0,0,0,0,59,115,0,0,1,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
3107,105,3,7,0,11,5,0,0,0,0,4,3,3,1,6,0,0,0,0,0,0,0,0,0,15,39,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
3108,50,6,5,1,3,2,1,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
3109,82,8,6,1,4,0,3,0,1,0,6,3,2,1,2,0,0,0,0,0,0,0,1,0,11,26,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
3110,120,7,15,2,7,4,3,0,0,0,8,5,4,2,2,0,0,0,0,0,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
3111,136,8,8,0,13,4,1,0,0,0,5,4,4,2,4,0,0,0,0,0,0,0,0,0,26,43,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
3112,22,5,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3113,187,15,10,3,14,7,3,0,0,0,12,6,4,3,3,0,0,0,0,0,0,0,0,0,22,60,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
3114,200,9,17,2,12,9,6,0,1,0,20,8,4,4,6,0,0,0,0,0,0,0,0,0,29,62,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
3115,35,1,4,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3116,61,7,3,2,4,2,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
3117,100,6,3,0,6,1,5,0,1,0,4,4,3,3,2,0,0,0,0,0,0,0,0,0,15,35,0,1,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0
